blk.47.ffn_gate_exps.weight,3,1
blk.47.ffn_gate_exps.weight,4,4
blk.47.ffn_gate_exps.weight,11,1
blk.47.ffn_gate_exps.weight,16,1
blk.47.ffn_gate_exps.weight,24,1
blk.47.ffn_gate_exps.weight,27,1
blk.47.ffn_gate_exps.weight,44,2
blk.47.ffn_gate_exps.weight,48,5
blk.47.ffn_gate_exps.weight,50,4
blk.47.ffn_gate_exps.weight,51,1
blk.47.ffn_gate_exps.weight,55,1
blk.47.ffn_gate_exps.weight,60,8
blk.47.ffn_gate_exps.weight,64,2
blk.47.ffn_gate_exps.weight,72,6
blk.47.ffn_gate_exps.weight,77,1
blk.47.ffn_gate_exps.weight,79,5
blk.47.ffn_gate_exps.weight,82,1
blk.47.ffn_gate_exps.weight,86,2
blk.47.ffn_gate_exps.weight,90,3
blk.47.ffn_gate_exps.weight,95,5
blk.47.ffn_gate_exps.weight,96,1
blk.47.ffn_gate_exps.weight,98,2
blk.47.ffn_gate_exps.weight,100,4
blk.47.ffn_gate_exps.weight,108,3
blk.47.ffn_gate_exps.weight,110,1
blk.47.ffn_gate_exps.weight,120,1
blk.47.ffn_gate_exps.weight,122,4
blk.47.ffn_gate_exps.weight,128,1
blk.47.ffn_gate_exps.weight,129,1
blk.47.ffn_gate_exps.weight,132,1
blk.47.ffn_gate_exps.weight,136,1
blk.47.ffn_gate_exps.weight,138,6
blk.47.ffn_gate_exps.weight,140,2
blk.47.ffn_gate_exps.weight,141,1
blk.47.ffn_gate_exps.weight,143,5
blk.47.ffn_gate_exps.weight,148,14
blk.47.ffn_gate_exps.weight,151,1
blk.47.ffn_gate_exps.weight,154,1
blk.47.ffn_gate_exps.weight,157,55
blk.47.ffn_gate_exps.weight,163,1
blk.47.ffn_gate_exps.weight,168,1
blk.47.ffn_gate_exps.weight,171,3
blk.47.ffn_gate_exps.weight,176,4
blk.47.ffn_gate_exps.weight,178,1
blk.47.ffn_gate_exps.weight,179,9
blk.47.ffn_gate_exps.weight,183,1
blk.47.ffn_gate_exps.weight,186,5
blk.47.ffn_gate_exps.weight,189,2
blk.47.ffn_gate_exps.weight,199,2
blk.47.ffn_gate_exps.weight,201,1
blk.47.ffn_gate_exps.weight,202,1
blk.47.ffn_gate_exps.weight,203,1
blk.47.ffn_gate_exps.weight,204,12
blk.47.ffn_gate_exps.weight,215,1
blk.47.ffn_gate_exps.weight,220,4
blk.47.ffn_gate_exps.weight,222,1
blk.47.ffn_gate_exps.weight,224,7
